file_name,label,title,handle,dest_path,subjects,source_path
globalization.pdf,otros,,,/Users/marcosrodrigo/Library/CloudStorage/OneDrive-Universidaddelosandes/DatosTesis/OAPEN_PDFs/otros/globalization.pdf,,globalization.pdf
